t,wx,wy,wz,wdx,wdy,wdz 
1.5623001254165E13,-0.08433533,0.03489685,0.26791382,0.021362308,0.031799316,0.032073975
1.5623006289565E13,-0.06529236,0.026123047,0.25836182,0.021362308,0.031799316,0.032073975
1.5623011324966E13,-0.049835205,0.03327942,0.24401855,0.021362308,0.031799316,0.032073975
1.5623016360366E13,-0.034942627,0.051635742,0.23139954,0.021362308,0.031799316,0.032073975
1.5623021395766E13,-0.018875122,0.07913208,0.21858215,0.021362308,0.031799316,0.032073975
1.5623026431167E13,-2.1362305E-4,0.11238098,0.21003723,0.021362308,0.031799316,0.032073975
1.5623031466567E13,0.022399902,0.14282227,0.20776367,0.021362308,0.031799316,0.032073975
1.5623036501968E13,0.047668457,0.16778564,0.21017456,0.021362308,0.031799316,0.032073975
1.5623041537368E13,0.074523926,0.18144226,0.21713257,0.021362308,0.031799316,0.032073975
1.5623046572768E13,0.100616455,0.184021,0.2265625,0.021362308,0.031799316,0.032073975
1.5623051608169E13,0.12657166,0.1803894,0.24006653,0.021362308,0.031799316,0.032073975
1.5623056643569E13,0.15168762,0.17411804,0.25517273,0.021362308,0.031799316,0.032073975
1.5623061678969E13,0.17048645,0.16621399,0.26846313,0.021362308,0.031799316,0.032073975
1.562306671437E13,0.1880951,0.16001892,0.2783966,0.021362308,0.031799316,0.032073975
1.562307174977E13,0.19946289,0.16262817,0.2821045,0.021362308,0.031799316,0.032073975
1.5623076785171E13,0.20822144,0.1699524,0.27922058,0.021362308,0.031799316,0.032073975
1.5623081820571E13,0.21481323,0.17752075,0.26976013,0.021362308,0.031799316,0.032073975
1.5623086855971E13,0.21606445,0.18725586,0.26208496,0.021362308,0.031799316,0.032073975
1.5623091891372E13,0.21507263,0.1993103,0.2530365,0.021362308,0.031799316,0.032073975
1.5623096926772E13,0.2073822,0.20994568,0.24160767,0.021362308,0.031799316,0.032073975
1.5623101962173E13,0.1953125,0.2219696,0.23524475,0.021362308,0.031799316,0.032073975
1.5623106997573E13,0.18049622,0.23594666,0.23420715,0.021362308,0.031799316,0.032073975
1.5623112032973E13,0.17323303,0.2476654,0.23432922,0.021362308,0.031799316,0.032073975
1.5623117068374E13,0.1714325,0.25608826,0.2367096,0.021362308,0.031799316,0.032073975
1.5623122103774E13,0.17443848,0.26109314,0.241745,0.021362308,0.031799316,0.032073975
1.5623127139175E13,0.17921448,0.26513672,0.24990845,0.021362308,0.031799316,0.032073975
1.5623132174575E13,0.1842804,0.26283264,0.25738525,0.021362308,0.031799316,0.032073975
1.5623137209975E13,0.1860199,0.25862122,0.2642975,0.021362308,0.031799316,0.032073975
1.5623142245376E13,0.1847992,0.24720764,0.27372742,0.021362308,0.031799316,0.032073975
1.5623147280776E13,0.18235779,0.23147583,0.28059387,0.021362308,0.031799316,0.032073975
1.5623152316176E13,0.17869568,0.21205139,0.2837677,0.021362308,0.031799316,0.032073975
1.5623157351577E13,0.17849731,0.19041443,0.28781128,0.021362308,0.031799316,0.032073975
1.5623162386977E13,0.17784119,0.17237854,0.28912354,0.021362308,0.031799316,0.032073975
1.5623167422378E13,0.17915344,0.15592957,0.29129028,0.021362308,0.031799316,0.032073975
1.5623172457778E13,0.18034363,0.13887024,0.29319763,0.021362308,0.031799316,0.032073975
1.5623177493178E13,0.17773438,0.12220764,0.2949829,0.021362308,0.031799316,0.032073975
1.5623182528579E13,0.1742096,0.10417175,0.2985077,0.021362308,0.031799316,0.032073975
1.5623187563979E13,0.17276001,0.08746338,0.29966736,0.021362308,0.031799316,0.032073975
1.562319259938E13,0.1693573,0.07395935,0.29981995,0.021362308,0.031799316,0.032073975
1.562319763478E13,0.16127014,0.06271362,0.2966919,0.021362308,0.031799316,0.032073975
1.562320267018E13,0.14837646,0.051651,0.2902832,0.021362308,0.031799316,0.032073975
1.5623207705581E13,0.13066101,0.03919983,0.2828064,0.021362308,0.031799316,0.032073975
1.5623212740981E13,0.106796265,0.030960083,0.2775421,0.021362308,0.031799316,0.032073975
1.5623217776382E13,0.08129883,0.027160645,0.27183533,0.021362308,0.031799316,0.032073975
1.5623222811782E13,0.058776855,0.029510498,0.26760864,0.021362308,0.031799316,0.032073975
1.5623227847182E13,0.043624878,0.035202026,0.2662506,0.021362308,0.031799316,0.032073975
1.5623232882583E13,0.038116455,0.039108276,0.2688141,0.021362308,0.031799316,0.032073975
1.5623237917983E13,0.04284668,0.03981018,0.27470398,0.021362308,0.031799316,0.032073975
1.5623242953384E13,0.05432129,0.034179688,0.27882385,0.021362308,0.031799316,0.032073975
1.5623247988784E13,0.06838989,0.023971558,0.28060913,0.021362308,0.031799316,0.032073975
1.5623253024184E13,0.08003235,0.016189575,0.2807312,0.021362308,0.031799316,0.032073975
1.5623258059585E13,0.08319092,0.009765625,0.27864075,0.021362308,0.031799316,0.032073975
1.5623263094985E13,0.07373047,-4.272461E-4,0.27383423,0.021362308,0.031799316,0.032073975
1.5623268130385E13,0.05508423,-0.014434814,0.26707458,0.021362308,0.031799316,0.032073975
1.5623273165786E13,0.030899048,-0.02861023,0.25749207,0.021362308,0.031799316,0.032073975
1.5623278201186E13,0.0066986084,-0.037612915,0.2456665,0.021362308,0.031799316,0.032073975
